fips,location,svi_rpl_themes,ep_pov150,ep_uninsur,ep_noveh,ep_age65,centroid_lat,centroid_lon
04013116614,Census Tract 1166.14; Maricopa County; Arizona,0.674,21.2,18.8,0.0,16.5,33.38189,-112.090739
04013116615,Census Tract 1166.15; Maricopa County; Arizona,0.8771,40.7,14.9,18.3,5.8,33.389155,-112.091782
04013116616,Census Tract 1166.16; Maricopa County; Arizona,0.4733,10.4,10.0,0.0,10.6,33.383888,-112.109463
04013116617,Census Tract 1166.17; Maricopa County; Arizona,0.4815,34.1,5.6,0.0,5.3,33.367064,-112.107147
04013116618,Census Tract 1166.18; Maricopa County; Arizona,0.4727,9.1,6.6,2.8,4.1,33.362904,-112.20091
04013116619,Census Tract 1166.19; Maricopa County; Arizona,0.2468,9.2,2.0,0.0,12.1,33.358065,-112.182264
04013116620,Census Tract 1166.20; Maricopa County; Arizona,0.6545,22.6,10.1,3.1,6.7,33.386125,-112.213755
04013116621,Census Tract 1166.21; Maricopa County; Arizona,0.3568,9.6,7.9,0.0,6.2,33.38514,-112.180421
04013116703,Census Tract 1167.03; Maricopa County; Arizona,0.6638,17.2,17.8,2.2,13.7,33.365028,-112.05709
04013116707,Census Tract 1167.07; Maricopa County; Arizona,0.0347,5.8,5.8,0.0,17.6,33.354754,-111.98743
04013116708,Census Tract 1167.08; Maricopa County; Arizona,0.4164,10.8,9.6,2.4,36.0,33.340972,-111.98347
04013116709,Census Tract 1167.09; Maricopa County; Arizona,0.6051,33.0,14.0,4.8,7.7,33.356333,-111.974389
04013116710,Census Tract 1167.10; Maricopa County; Arizona,0.0874,16.1,1.8,2.9,21.2,33.330987,-112.003621
04013116711,Census Tract 1167.11; Maricopa County; Arizona,0.2855,20.0,4.7,0.0,20.1,33.327342,-111.993478
04013116712,Census Tract 1167.12; Maricopa County; Arizona,0.4957,6.8,11.0,4.8,11.1,33.297718,-111.983318
04013116713,Census Tract 1167.13; Maricopa County; Arizona,0.0666,9.2,5.7,0.0,11.6,33.298373,-112.006298
04013116714,Census Tract 1167.14; Maricopa County; Arizona,0.2215,11.2,4.4,1.2,18.0,33.300712,-112.024347
04013116715,Census Tract 1167.15; Maricopa County; Arizona,0.3711,14.9,5.6,3.2,17.8,33.354223,-111.983648
04013116717,Census Tract 1167.17; Maricopa County; Arizona,0.5507,29.0,8.4,8.6,6.6,33.327226,-111.976584
04013116718,Census Tract 1167.18; Maricopa County; Arizona,0.5072,13.6,4.9,8.7,15.9,33.325869,-111.984498
04013116719,Census Tract 1167.19; Maricopa County; Arizona,0.2817,8.0,8.6,0.4,10.0,33.312878,-111.987332
04013116720,Census Tract 1167.20; Maricopa County; Arizona,0.2737,19.2,8.0,1.4,11.8,33.316539,-111.999528
04013116721,Census Tract 1167.21; Maricopa County; Arizona,0.1814,5.3,3.3,3.0,18.2,33.308793,-112.01477
04013116725,Census Tract 1167.25; Maricopa County; Arizona,0.388,7.0,11.0,2.6,13.4,33.298153,-112.047872
04013116727,Census Tract 1167.27; Maricopa County; Arizona,0.0015,4.9,0.9,0.6,15.7,33.300997,-112.075685
04013116728,Census Tract 1167.28; Maricopa County; Arizona,0.025,5.6,0.9,0.0,10.1,33.309608,-112.062256
04013116729,Census Tract 1167.29; Maricopa County; Arizona,0.0102,4.2,1.8,0.6,19.3,33.31366,-112.02635
04013116730,Census Tract 1167.30; Maricopa County; Arizona,0.016,2.5,3.1,0.9,9.3,33.298437,-112.1202
04013116731,Census Tract 1167.31; Maricopa County; Arizona,0.0262,2.8,6.2,1.5,10.0,33.296731,-112.099671
04013116732,Census Tract 1167.32; Maricopa County; Arizona,0.8907,33.3,9.3,1.3,13.7,33.352557,-112.104762
04013116733,Census Tract 1167.33; Maricopa County; Arizona,0.0,100.0,0.0,0.0,50.0,33.348298,-112.061197
04013116734,Census Tract 1167.34; Maricopa County; Arizona,0.7277,29.9,10.2,2.7,10.4,33.359049,-112.073986
04013116735,Census Tract 1167.35; Maricopa County; Arizona,0.9262,31.9,19.6,12.6,8.8,33.367268,-112.075769
04013116736,Census Tract 1167.36; Maricopa County; Arizona,0.9984,48.8,17.7,9.0,16.5,33.374514,-112.074741
04013116737,Census Tract 1167.37; Maricopa County; Arizona,0.2429,8.7,8.5,0.0,22.8,33.364451,-112.043421
04013116738,Census Tract 1167.38; Maricopa County; Arizona,0.282,9.1,7.5,3.2,8.8,33.3722,-111.992265
04013116800,Census Tract 1168; Maricopa County; Arizona,0.875,43.3,14.9,12.7,8.5,33.464091,-112.110692
04013116900,Census Tract 1169; Maricopa County; Arizona,0.981,41.6,48.0,7.2,5.0,33.488286,-112.123487
04013117000,Census Tract 1170; Maricopa County; Arizona,0.9839,33.8,11.6,19.7,11.1,33.488474,-112.107659
04013117100,Census Tract 1171; Maricopa County; Arizona,0.6105,18.7,14.8,3.4,14.7,33.499528,-112.076172
04013117200,Census Tract 1172; Maricopa County; Arizona,0.7571,55.3,23.9,8.5,7.1,33.424724,-112.044095
04013117300,Census Tract 1173; Maricopa County; Arizona,0.9992,77.2,19.5,22.5,6.7,33.420081,-112.11502
04013216806,Census Tract 2168.06; Maricopa County; Arizona,0.1035,11.0,5.5,0.0,27.1,33.544986,-111.900984
04013216807,Census Tract 2168.07; Maricopa County; Arizona,0.0264,6.4,1.4,0.0,33.4,33.569867,-111.896946
04013216809,Census Tract 2168.09; Maricopa County; Arizona,0.0256,3.8,1.7,1.3,29.1,33.57517,-111.805772
04013216810,Census Tract 2168.10; Maricopa County; Arizona,0.3797,12.8,8.3,15.4,31.8,33.576952,-111.886003
04013216813,Census Tract 2168.13; Maricopa County; Arizona,0.1705,7.0,1.5,2.1,32.8,33.565948,-111.911123
04013216816,Census Tract 2168.16; Maricopa County; Arizona,0.0813,6.7,3.2,0.0,21.2,33.606817,-111.903504
04013216819,Census Tract 2168.19; Maricopa County; Arizona,0.043,3.5,7.1,1.2,35.2,33.616894,-111.744808
04013216820,Census Tract 2168.20; Maricopa County; Arizona,0.1843,8.9,2.3,2.1,32.9,33.61625,-111.709719
04013216821,Census Tract 2168.21; Maricopa County; Arizona,0.0808,13.4,1.1,0.6,44.1,33.590798,-111.741844
04013216822,Census Tract 2168.22; Maricopa County; Arizona,0.0057,3.1,0.7,0.5,41.3,33.764385,-111.909811
04013216826,Census Tract 2168.26; Maricopa County; Arizona,0.4334,11.4,3.1,9.7,28.8,33.589948,-111.883908
04013216829,Census Tract 2168.29; Maricopa County; Arizona,0.0401,4.0,1.9,1.2,42.2,33.759179,-111.831753
04013216830,Census Tract 2168.30; Maricopa County; Arizona,0.4061,24.7,3.2,11.5,25.1,33.581234,-111.934793
04013216831,Census Tract 2168.31; Maricopa County; Arizona,0.0896,11.1,5.0,1.8,24.7,33.593864,-111.934112
04013216832,Census Tract 2168.32; Maricopa County; Arizona,0.2032,21.9,1.6,5.1,41.1,33.577725,-111.862206
04013216833,Census Tract 2168.33; Maricopa County; Arizona,0.1026,10.4,5.4,1.7,32.1,33.574516,-111.854654
04013216834,Census Tract 2168.34; Maricopa County; Arizona,0.3128,24.5,3.5,1.5,28.7,33.556728,-111.914508
04013216835,Census Tract 2168.35; Maricopa County; Arizona,0.4947,17.4,7.1,4.7,33.1,33.547805,-111.91304
04013216836,Census Tract 2168.36; Maricopa County; Arizona,0.0717,4.9,5.9,1.1,19.9,33.58826,-111.859425
04013216837,Census Tract 2168.37; Maricopa County; Arizona,0.402,17.6,5.3,13.9,24.3,33.590392,-111.837388
04013216838,Census Tract 2168.38; Maricopa County; Arizona,0.0908,5.5,0.7,1.9,16.4,33.603676,-111.882438
04013216839,Census Tract 2168.39; Maricopa County; Arizona,0.1176,2.4,1.2,8.8,22.7,33.605271,-111.859225
04013216840,Census Tract 2168.40; Maricopa County; Arizona,0.2308,10.6,2.3,3.6,24.1,33.715495,-111.913391
04013216841,Census Tract 2168.41; Maricopa County; Arizona,0.1342,5.9,2.9,1.1,28.7,33.691055,-111.905757
04013216842,Census Tract 2168.42; Maricopa County; Arizona,0.1039,6.8,1.6,3.1,16.5,33.677404,-111.908487
04013216843,Census Tract 2168.43; Maricopa County; Arizona,0.0207,8.3,1.8,0.0,53.8,33.712207,-111.831004
04013216844,Census Tract 2168.44; Maricopa County; Arizona,0.4145,11.6,3.7,5.7,32.8,33.661641,-111.903043
04013216845,Census Tract 2168.45; Maricopa County; Arizona,0.3125,11.0,8.1,4.7,29.9,33.642619,-111.901175
04013216849,Census Tract 2168.49; Maricopa County; Arizona,0.0296,3.5,1.0,0.5,31.6,33.620239,-111.817782
04013216850,Census Tract 2168.50; Maricopa County; Arizona,0.139,8.1,7.5,0.6,15.8,33.62387,-111.879567
04013216851,Census Tract 2168.51; Maricopa County; Arizona,0.0133,4.9,1.1,0.4,31.8,33.675307,-111.838246
04013216852,Census Tract 2168.52; Maricopa County; Arizona,0.2566,13.4,7.2,2.9,19.5,33.616375,-111.883476
04013216853,Census Tract 2168.53; Maricopa County; Arizona,0.3573,7.6,3.5,7.5,17.2,33.614891,-111.868622
04013216854,Census Tract 2168.54; Maricopa County; Arizona,0.0422,7.6,1.1,0.0,10.9,33.64845,-111.879639
04013216855,Census Tract 2168.55; Maricopa County; Arizona,0.0973,11.3,0.8,4.3,26.3,33.664249,-111.876647
04013216856,Census Tract 2168.56; Maricopa County; Arizona,0.1174,8.0,13.1,2.1,29.7,33.584234,-111.723008
04013216857,Census Tract 2168.57; Maricopa County; Arizona,0.2383,9.5,4.9,4.1,44.7,33.606993,-111.721277
04013216858,Census Tract 2168.58; Maricopa County; Arizona,0.0,,,,,33.58647,-111.794519
04013216859,Census Tract 2168.59; Maricopa County; Arizona,0.1255,2.6,11.5,0.0,22.6,33.593724,-111.790477
04013216860,Census Tract 2168.60; Maricopa County; Arizona,0.1333,13.7,3.3,0.0,15.5,33.632575,-111.870946
04013216861,Census Tract 2168.61; Maricopa County; Arizona,0.0204,6.4,1.7,0.5,20.3,33.629587,-111.856835
04013216901,Census Tract 2169.01; Maricopa County; Arizona,0.2499,20.0,10.2,4.6,36.5,33.531137,-111.918588
04013216902,Census Tract 2169.02; Maricopa County; Arizona,0.0981,6.4,10.4,0.5,16.0,33.531113,-111.901037
04013217001,Census Tract 2170.01; Maricopa County; Arizona,0.2206,14.6,5.3,7.6,41.1,33.515024,-111.921131
04013217002,Census Tract 2170.02; Maricopa County; Arizona,0.2424,10.6,6.8,4.5,18.8,33.517365,-111.901063
04013217101,Census Tract 2171.01; Maricopa County; Arizona,0.3129,11.3,3.3,2.8,16.9,33.500685,-111.905984
04013217102,Census Tract 2171.02; Maricopa County; Arizona,0.0612,8.0,3.6,0.8,16.7,33.503033,-111.896496
04013217201,Census Tract 2172.01; Maricopa County; Arizona,0.0944,7.0,4.6,2.1,14.8,33.494844,-111.927336
04013217203,Census Tract 2172.03; Maricopa County; Arizona,0.2602,15.3,7.2,5.6,40.6,33.506167,-111.91771
04013217204,Census Tract 2172.04; Maricopa County; Arizona,0.5211,20.2,20.1,10.6,11.8,33.498719,-111.913743
04013217300,Census Tract 2173; Maricopa County; Arizona,0.1497,9.6,5.7,4.1,20.4,33.502154,-111.936361
04013217400,Census Tract 2174; Maricopa County; Arizona,0.4957,14.8,4.2,6.4,29.1,33.482565,-111.950355
04013217501,Census Tract 2175.01; Maricopa County; Arizona,0.7883,25.9,17.6,11.3,11.0,33.487383,-111.938644
04013217502,Census Tract 2175.02; Maricopa County; Arizona,0.2804,16.3,9.5,3.4,7.5,33.485929,-111.931625
04013217600,Census Tract 2176; Maricopa County; Arizona,0.5018,17.1,13.8,6.8,9.2,33.487648,-111.917091
04013217700,Census Tract 2177; Maricopa County; Arizona,0.1251,7.5,5.3,0.7,17.2,33.488441,-111.902705
04013217800,Census Tract 2178; Maricopa County; Arizona,0.4917,9.1,15.1,7.3,17.1,33.473108,-111.900963
04013217900,Census Tract 2179; Maricopa County; Arizona,0.4307,10.3,6.6,3.4,18.5,33.473068,-111.918511
04013218000,Census Tract 2180; Maricopa County; Arizona,0.3204,6.0,7.3,2.8,15.9,33.473011,-111.937242
04013218100,Census Tract 2181; Maricopa County; Arizona,0.2896,18.1,12.8,3.9,8.4,33.462242,-111.934531
04013218200,Census Tract 2182; Maricopa County; Arizona,0.4756,15.9,4.0,6.5,7.7,33.45737,-111.919722
04013218300,Census Tract 2183; Maricopa County; Arizona,0.7055,32.2,8.5,5.9,28.9,33.459293,-111.901947
04013318400,Census Tract 3184; Maricopa County; Arizona,0.669,20.9,16.6,8.0,6.4,33.433734,-111.907169
04013318501,Census Tract 3185.01; Maricopa County; Arizona,0.6746,23.1,14.0,11.9,12.0,33.4557,-111.936765
04013318700,Census Tract 3187; Maricopa County; Arizona,0.6103,35.6,14.2,12.1,3.3,33.429472,-111.937529
04013318800,Census Tract 3188; Maricopa County; Arizona,0.5438,35.5,8.6,11.4,4.3,33.428191,-111.953743
04013318900,Census Tract 3189; Maricopa County; Arizona,0.5367,35.1,11.8,7.7,12.7,33.41533,-111.952818
04013319001,Census Tract 3190.01; Maricopa County; Arizona,0.0,,14.1,,0.0,33.418272,-111.9336
04013319002,Census Tract 3190.02; Maricopa County; Arizona,0.4671,28.5,7.8,11.8,5.2,33.414817,-111.935271
04013319101,Census Tract 3191.01; Maricopa County; Arizona,0.8349,63.6,10.9,25.2,1.4,33.417529,-111.92285
04013319103,Census Tract 3191.03; Maricopa County; Arizona,0.6171,46.7,9.9,24.1,2.9,33.418578,-111.918223
04013319104,Census Tract 3191.04; Maricopa County; Arizona,0.7181,35.4,15.3,17.1,5.0,33.411341,-111.91949
04013319201,Census Tract 3192.01; Maricopa County; Arizona,0.8936,38.8,16.6,14.1,6.9,33.41831,-111.900386
04013319202,Census Tract 3192.02; Maricopa County; Arizona,0.7893,43.4,15.4,19.4,4.7,33.411128,-111.899945
04013319300,Census Tract 3193; Maricopa County; Arizona,0.9117,31.7,12.7,12.7,18.3,33.415484,-111.887178
04013319401,Census Tract 3194.01; Maricopa County; Arizona,0.6845,29.3,9.2,8.2,11.7,33.383825,-111.920082
04013319402,Census Tract 3194.02; Maricopa County; Arizona,0.1176,13.1,5.5,1.2,17.9,33.383934,-111.898454
04013319403,Census Tract 3194.03; Maricopa County; Arizona,0.3269,13.1,7.7,4.9,17.1,33.400667,-111.900696
04013319404,Census Tract 3194.04; Maricopa County; Arizona,0.5151,10.2,2.5,16.4,39.1,33.394838,-111.885981
04013319500,Census Tract 3195; Maricopa County; Arizona,0.2717,14.7,8.0,3.3,10.6,33.400566,-111.918569
04013319600,Census Tract 3196; Maricopa County; Arizona,0.6039,26.8,5.5,3.1,12.8,33.400168,-111.936243
04013319705,Census Tract 3197.05; Maricopa County; Arizona,0.741,35.6,5.7,2.4,8.5,33.395849,-111.951454
04013319706,Census Tract 3197.06; Maricopa County; Arizona,0.8458,21.5,24.5,7.1,7.4,33.38155,-111.953753
04013319707,Census Tract 3197.07; Maricopa County; Arizona,0.0,,,,,33.380684,-111.965449
04013319708,Census Tract 3197.08; Maricopa County; Arizona,0.7321,9.7,11.9,5.2,21.2,33.385105,-111.971938
04013319709,Census Tract 3197.09; Maricopa County; Arizona,0.0,,,,,33.403012,-111.973701
04013319710,Census Tract 3197.10; Maricopa County; Arizona,0.7373,41.1,12.6,12.0,7.1,33.421385,-111.967351
04013319801,Census Tract 3198.01; Maricopa County; Arizona,0.8158,27.9,12.5,20.7,6.9,33.382109,-111.934422
04013319802,Census Tract 3198.02; Maricopa County; Arizona,0.2508,12.6,5.8,5.6,4.6,33.389949,-111.937596
04013319902,Census Tract 3199.02; Maricopa County; Arizona,0.6327,21.2,9.0,8.2,17.3,33.374442,-111.93903
04013319903,Census Tract 3199.03; Maricopa County; Arizona,0.601,20.4,5.1,4.2,18.6,33.373593,-111.918364
04013319904,Census Tract 3199.04; Maricopa County; Arizona,0.2495,12.7,9.9,0.0,17.0,33.372397,-111.901756
04013319905,Census Tract 3199.05; Maricopa County; Arizona,0.3362,15.8,15.2,1.4,14.3,33.357326,-111.920847
04013319906,Census Tract 3199.06; Maricopa County; Arizona,0.1442,15.0,2.3,2.4,16.9,33.358459,-111.901911
04013319907,Census Tract 3199.07; Maricopa County; Arizona,0.1025,6.0,0.2,3.3,24.4,33.343991,-111.922289
04013319908,Census Tract 3199.08; Maricopa County; Arizona,0.3822,11.7,9.1,2.6,12.0,33.356497,-111.939115
04013319909,Census Tract 3199.09; Maricopa County; Arizona,0.056,3.4,3.1,0.5,23.8,33.34261,-111.900163
04013319910,Census Tract 3199.10; Maricopa County; Arizona,0.05,7.6,5.8,3.5,10.7,33.342648,-111.949389
04013320001,Census Tract 3200.01; Maricopa County; Arizona,0.5344,15.2,8.4,4.2,3.7,33.35639,-111.960522
04013320002,Census Tract 3200.02; Maricopa County; Arizona,0.9417,44.6,15.7,13.6,11.2,33.368482,-111.964864
04013320007,Census Tract 3200.07; Maricopa County; Arizona,0.5316,26.2,14.4,5.9,8.0,33.372677,-111.956282
04013320100,Census Tract 3201; Maricopa County; Arizona,0.3571,22.4,12.0,5.0,4.0,33.44502,-111.944666
04013420104,Census Tract 4201.04; Maricopa County; Arizona,0.417,18.3,5.4,2.1,40.5,33.429237,-111.658566
04013420105,Census Tract 4201.05; Maricopa County; Arizona,0.2965,7.6,5.2,1.8,21.2,33.444437,-111.654743
04013420107,Census Tract 4201.07; Maricopa County; Arizona,0.0763,6.3,4.1,1.2,21.5,33.478755,-111.665588
04013420108,Census Tract 4201.08; Maricopa County; Arizona,0.0252,11.9,3.5,1.0,14.2,33.476347,-111.644698
04013420109,Census Tract 4201.09; Maricopa County; Arizona,0.1509,9.6,0.5,0.5,21.1,33.45932,-111.653593
04013420110,Census Tract 4201.10; Maricopa County; Arizona,0.1723,9.2,6.4,4.2,17.6,33.449502,-111.612761
04013420111,Census Tract 4201.11; Maricopa County; Arizona,0.6036,15.5,14.1,1.9,13.5,33.427696,-111.625989
04013420112,Census Tract 4201.12; Maricopa County; Arizona,0.0769,5.4,13.6,0.5,16.3,33.429322,-111.589771
04013420113,Census Tract 4201.13; Maricopa County; Arizona,0.7363,20.3,9.1,4.5,23.4,33.418713,-111.677979
04013420114,Census Tract 4201.14; Maricopa County; Arizona,0.4316,15.5,14.0,5.4,15.1,33.418316,-111.646376
04013420115,Census Tract 4201.15; Maricopa County; Arizona,0.4907,18.6,23.5,0.6,26.8,33.418908,-111.62405
04013420116,Census Tract 4201.16; Maricopa County; Arizona,0.6285,29.4,7.9,5.5,47.9,33.418765,-111.593663
04013420202,Census Tract 4202.02; Maricopa County; Arizona,0.5662,16.4,9.3,1.6,31.2,33.429898,-111.691042
04013420206,Census Tract 4202.06; Maricopa County; Arizona,0.525,20.7,5.1,6.5,57.9,33.484055,-111.716714
04013420207,Census Tract 4202.07; Maricopa County; Arizona,0.0073,6.3,1.2,0.0,30.9,33.490349,-111.696242
04013420208,Census Tract 4202.08; Maricopa County; Arizona,0.4974,22.6,7.4,4.2,9.4,33.430052,-111.729086
04013420209,Census Tract 4202.09; Maricopa County; Arizona,0.2685,14.1,4.5,2.4,40.2,33.430374,-111.710092
04013420210,Census Tract 4202.10; Maricopa County; Arizona,0.5309,11.2,6.8,1.9,20.0,33.444337,-111.692521
04013420211,Census Tract 4202.11; Maricopa County; Arizona,0.0734,4.2,4.2,1.6,16.5,33.472183,-111.691184
04013420212,Census Tract 4202.12; Maricopa County; Arizona,0.1796,7.9,6.3,2.5,32.9,33.459078,-111.692958
04013420213,Census Tract 4202.13; Maricopa County; Arizona,0.2189,13.0,1.3,2.5,70.4,33.419185,-111.726656
04013420214,Census Tract 4202.14; Maricopa County; Arizona,0.5818,24.1,7.0,2.6,31.5,33.419135,-111.699296
04013420215,Census Tract 4202.15; Maricopa County; Arizona,0.4819,14.7,9.3,1.1,9.1,33.444573,-111.728373
04013420216,Census Tract 4202.16; Maricopa County; Arizona,0.3862,17.6,3.7,7.0,26.3,33.444253,-111.709945
04013420301,Census Tract 4203.01; Maricopa County; Arizona,0.2964,5.6,0.4,1.7,16.7,33.45676,-111.796953
04013420302,Census Tract 4203.02; Maricopa County; Arizona,0.4344,8.8,7.5,2.6,14.0,33.46012,-111.781902
04013420303,Census Tract 4203.03; Maricopa County; Arizona,0.4284,9.2,8.1,0.5,14.4,33.459128,-111.763246
04013420304,Census Tract 4203.04; Maricopa County; Arizona,0.0253,4.4,2.7,0.0,21.5,33.475168,-111.744789
04013420401,Census Tract 4204.01; Maricopa County; Arizona,0.9364,27.4,22.5,1.5,9.6,33.459788,-111.826662
04013420402,Census Tract 4204.02; Maricopa County; Arizona,0.1025,5.9,4.9,0.4,9.8,33.469908,-111.781199
04013420503,Census Tract 4205.03; Maricopa County; Arizona,0.8659,27.7,6.2,6.0,11.5,33.443622,-111.817627
04013420504,Census Tract 4205.04; Maricopa County; Arizona,0.4063,21.5,11.9,0.9,13.2,33.44241,-111.810472
04013420505,Census Tract 4205.05; Maricopa County; Arizona,0.6038,8.9,8.8,4.6,12.0,33.444039,-111.827338
04013420506,Census Tract 4205.06; Maricopa County; Arizona,0.7546,39.9,18.3,10.4,5.2,33.443495,-111.835499
04013420602,Census Tract 4206.02; Maricopa County; Arizona,0.4356,17.7,7.2,1.1,22.0,33.428968,-111.779549
04013420603,Census Tract 4206.03; Maricopa County; Arizona,0.5504,7.5,4.7,5.2,12.0,33.44426,-111.780847
04013420604,Census Tract 4206.04; Maricopa County; Arizona,0.3911,5.9,4.6,3.1,17.2,33.444442,-111.797391
04013420704,Census Tract 4207.04; Maricopa County; Arizona,0.5239,20.3,8.0,5.7,8.2,33.4287,-111.763655
04013420705,Census Tract 4207.05; Maricopa County; Arizona,0.1512,1.9,3.5,1.7,19.6,33.442811,-111.756645
04013420706,Census Tract 4207.06; Maricopa County; Arizona,0.4916,14.0,12.4,1.9,12.4,33.428709,-111.744865
04013420707,Census Tract 4207.07; Maricopa County; Arizona,0.8193,24.3,12.0,2.9,48.6,33.419515,-111.762478
04013420708,Census Tract 4207.08; Maricopa County; Arizona,0.5172,32.6,0.3,21.2,49.9,33.419475,-111.746086
04013420709,Census Tract 4207.09; Maricopa County; Arizona,0.754,26.5,4.2,3.6,67.2,33.412794,-111.762317
04013420710,Census Tract 4207.10; Maricopa County; Arizona,0.9453,34.4,12.8,6.4,23.3,33.412388,-111.746369
04013420800,Census Tract 4208; Maricopa County; Arizona,0.7715,18.7,11.0,5.4,13.6,33.428906,-111.797991
04013420901,Census Tract 4209.01; Maricopa County; Arizona,0.7516,20.4,13.5,1.0,8.4,33.433367,-111.814605
04013420902,Census Tract 4209.02; Maricopa County; Arizona,0.7442,17.7,16.1,6.2,11.7,33.427346,-111.815073
04013421001,Census Tract 4210.01; Maricopa County; Arizona,0.988,34.9,11.2,29.7,28.7,33.430167,-111.836486
04013421002,Census Tract 4210.02; Maricopa County; Arizona,0.9193,35.9,11.5,20.1,20.3,33.428736,-111.827213
04013421101,Census Tract 4211.01; Maricopa County; Arizona,0.7368,34.7,10.4,4.5,9.9,33.447716,-111.848905
04013421102,Census Tract 4211.02; Maricopa County; Arizona,0.8515,22.7,19.1,11.2,11.0,33.43137,-111.849616
04013421201,Census Tract 4212.01; Maricopa County; Arizona,0.312,18.0,9.0,1.7,4.5,33.43522,-111.870306
04013421202,Census Tract 4212.02; Maricopa County; Arizona,0.6655,23.6,9.1,9.2,9.4,33.426973,-111.865619
04013421302,Census Tract 4213.02; Maricopa County; Arizona,0.9693,41.3,18.0,10.5,7.2,33.415262,-111.849685
04013421303,Census Tract 4213.03; Maricopa County; Arizona,0.72,16.8,16.8,7.4,5.7,33.418505,-111.87158
04013421304,Census Tract 4213.04; Maricopa County; Arizona,0.775,32.1,12.1,10.5,0.8,33.410346,-111.87738
04013421400,Census Tract 4214; Maricopa County; Arizona,0.9205,36.6,17.2,24.9,18.8,33.416418,-111.831944
04013421501,Census Tract 4215.01; Maricopa County; Arizona,0.9771,45.3,16.3,9.2,6.2,33.411901,-111.814136
04013421502,Census Tract 4215.02; Maricopa County; Arizona,0.9738,45.5,27.5,10.2,5.9,33.418757,-111.815749
04013421601,Census Tract 4216.01; Maricopa County; Arizona,0.9643,34.1,19.0,10.4,4.5,33.419632,-111.797098
04013421602,Census Tract 4216.02; Maricopa County; Arizona,0.95,32.9,31.2,11.6,7.1,33.411403,-111.798663
04013421701,Census Tract 4217.01; Maricopa County; Arizona,0.791,35.7,24.3,7.2,9.9,33.418719,-111.780505
04013421702,Census Tract 4217.02; Maricopa County; Arizona,0.9554,52.4,7.7,7.9,15.6,33.412391,-111.779656
04013421801,Census Tract 4218.01; Maricopa County; Arizona,0.6983,11.7,24.4,0.9,4.4,33.39761,-111.798088
04013421802,Census Tract 4218.02; Maricopa County; Arizona,0.9004,40.6,21.8,5.2,8.2,33.405016,-111.796752
04013421901,Census Tract 4219.01; Maricopa County; Arizona,0.7372,23.2,30.2,2.0,6.0,33.397506,-111.81544
04013421902,Census Tract 4219.02; Maricopa County; Arizona,0.9802,61.5,33.4,5.9,5.0,33.404385,-111.816163
04013422001,Census Tract 4220.01; Maricopa County; Arizona,0.9488,40.7,40.1,9.5,4.5,33.40366,-111.831301
04013422002,Census Tract 4220.02; Maricopa County; Arizona,0.8923,44.3,39.9,2.8,9.1,33.397894,-111.832001
04013422102,Census Tract 4221.02; Maricopa County; Arizona,0.982,41.9,22.5,10.1,9.9,33.40364,-111.866805
04013422103,Census Tract 4221.03; Maricopa County; Arizona,0.8404,34.0,12.3,12.7,7.6,33.397319,-111.869547
04013422104,Census Tract 4221.04; Maricopa County; Arizona,0.7825,38.0,20.5,10.9,9.2,33.401576,-111.880218
04013422105,Census Tract 4221.05; Maricopa County; Arizona,0.651,19.2,14.3,5.0,9.2,33.397206,-111.849025
04013422106,Census Tract 4221.06; Maricopa County; Arizona,0.9784,40.8,16.8,10.5,3.7,33.404007,-111.849308
04013422107,Census Tract 4221.07; Maricopa County; Arizona,0.8266,37.6,15.8,11.0,5.9,33.397293,-111.862139
04013422203,Census Tract 4222.03; Maricopa County; Arizona,0.793,26.2,16.3,9.2,9.8,33.384116,-111.848308
04013422209,Census Tract 4222.09; Maricopa County; Arizona,0.6453,19.5,10.8,2.7,9.6,33.343341,-111.850371
04013422210,Census Tract 4222.10; Maricopa County; Arizona,0.1728,6.5,5.1,2.4,8.4,33.342981,-111.868295
04013422211,Census Tract 4222.11; Maricopa County; Arizona,0.3318,12.5,5.8,8.1,24.2,33.343933,-111.88724
04013422212,Census Tract 4222.12; Maricopa County; Arizona,0.0781,7.0,3.5,0.4,21.4,33.371513,-111.884831
04013422213,Census Tract 4222.13; Maricopa County; Arizona,0.2699,12.7,6.6,0.8,13.1,33.360446,-111.886348
04013422215,Census Tract 4222.15; Maricopa County; Arizona,0.6782,6.8,17.6,2.5,17.1,33.361152,-111.870329
04013422216,Census Tract 4222.16; Maricopa County; Arizona,0.1756,6.2,5.0,1.6,14.8,33.373636,-111.848639
04013422217,Census Tract 4222.17; Maricopa County; Arizona,0.3451,12.4,12.3,3.7,10.0,33.361201,-111.849748
04013422218,Census Tract 4222.18; Maricopa County; Arizona,0.4852,19.7,3.6,6.1,13.2,33.353558,-111.887541
04013422219,Census Tract 4222.19; Maricopa County; Arizona,0.0931,6.8,4.2,1.0,7.3,33.353038,-111.868437
04013422220,Census Tract 4222.20; Maricopa County; Arizona,0.1014,5.3,5.2,0.7,20.0,33.35281,-111.852061
04013422221,Census Tract 4222.21; Maricopa County; Arizona,0.3098,16.4,6.8,2.2,11.0,33.371784,-111.871857
04013422222,Census Tract 4222.22; Maricopa County; Arizona,0.2669,7.5,3.6,0.6,19.6,33.370816,-111.864825
04013422223,Census Tract 4222.23; Maricopa County; Arizona,0.5872,24.2,9.3,8.3,8.9,33.381762,-111.867701
