fips,location,svi_rpl_themes,ep_pov150,ep_uninsur,ep_noveh,ep_age65,centroid_lat,centroid_lon
04013813600,Census Tract 8136; Maricopa County; Arizona,0.0488,1.6,3.0,0.0,9.9,33.22625,-111.772931
04013813700,Census Tract 8137; Maricopa County; Arizona,0.0154,14.0,2.4,0.6,79.7,33.213652,-111.852565
04013813800,Census Tract 8138; Maricopa County; Arizona,0.0934,9.9,0.2,3.9,86.5,33.211246,-111.817509
04013813900,Census Tract 8139; Maricopa County; Arizona,0.3407,10.2,4.7,1.6,9.8,33.21291,-111.798112
04013814000,Census Tract 8140; Maricopa County; Arizona,0.2305,13.3,4.6,4.3,64.7,33.213239,-111.782591
04013814100,Census Tract 8141; Maricopa County; Arizona,0.0641,10.0,2.6,0.0,8.0,33.213905,-111.763112
04013814200,Census Tract 8142; Maricopa County; Arizona,0.0904,4.1,4.5,0.8,22.3,33.334123,-111.816792
04013814300,Census Tract 8143; Maricopa County; Arizona,0.4036,16.4,4.7,4.8,14.9,33.328454,-111.800079
04013814400,Census Tract 8144; Maricopa County; Arizona,0.2753,5.6,5.9,0.4,9.6,33.329548,-111.783251
04013814500,Census Tract 8145; Maricopa County; Arizona,0.2175,8.1,1.1,0.7,9.6,33.328604,-111.766401
04013814600,Census Tract 8146; Maricopa County; Arizona,0.3246,9.7,9.4,0.8,5.8,33.320884,-111.749084
04013814700,Census Tract 8147; Maricopa County; Arizona,0.2864,13.6,13.8,3.1,12.6,33.328979,-111.730461
04013814801,Census Tract 8148.01; Maricopa County; Arizona,0.036,0.3,1.2,1.4,6.6,33.332183,-111.7055
04013814802,Census Tract 8148.02; Maricopa County; Arizona,0.1886,5.2,9.9,0.0,3.9,33.324945,-111.707496
04013814900,Census Tract 8149; Maricopa County; Arizona,0.0223,3.7,4.5,1.3,10.8,33.314995,-111.793872
04013815000,Census Tract 8150; Maricopa County; Arizona,0.0397,1.7,2.0,5.6,9.4,33.314544,-111.762376
04013815100,Census Tract 8151; Maricopa County; Arizona,0.2608,5.0,4.2,0.6,5.6,33.314606,-111.731909
04013815201,Census Tract 8152.01; Maricopa County; Arizona,0.1998,9.1,2.7,1.7,5.0,33.315504,-111.694515
04013815202,Census Tract 8152.02; Maricopa County; Arizona,0.0822,11.4,1.3,0.0,4.4,33.310597,-111.713802
04013815203,Census Tract 8152.03; Maricopa County; Arizona,0.2309,5.4,11.9,0.6,4.8,33.318772,-111.713407
04013815300,Census Tract 8153; Maricopa County; Arizona,0.1096,12.4,4.6,0.0,10.3,33.294081,-111.782272
04013815401,Census Tract 8154.01; Maricopa County; Arizona,0.232,4.1,6.9,9.0,11.0,33.285556,-111.749387
04013815402,Census Tract 8154.02; Maricopa County; Arizona,0.2857,7.7,6.8,0.7,5.1,33.295484,-111.764423
04013815501,Census Tract 8155.01; Maricopa County; Arizona,0.2649,9.8,7.2,8.6,6.9,33.298405,-111.735449
04013815502,Census Tract 8155.02; Maricopa County; Arizona,0.2346,9.7,12.2,3.6,3.6,33.299996,-111.747504
04013815601,Census Tract 8156.01; Maricopa County; Arizona,0.0204,0.0,12.8,0.0,15.5,33.298433,-111.695699
04013815602,Census Tract 8156.02; Maricopa County; Arizona,0.0629,5.3,3.7,2.2,6.7,33.29788,-111.711744
04013815700,Census Tract 8157; Maricopa County; Arizona,0.0954,5.4,4.3,0.6,9.2,33.28695,-111.712502
04013815800,Census Tract 8158; Maricopa County; Arizona,0.2412,11.2,2.9,1.4,6.9,33.283102,-111.697211
04013815901,Census Tract 8159.01; Maricopa County; Arizona,0.1353,10.6,3.0,1.9,6.6,33.271944,-111.773487
04013815902,Census Tract 8159.02; Maricopa County; Arizona,0.1964,4.5,4.4,2.8,11.4,33.255217,-111.758585
04013816001,Census Tract 8160.01; Maricopa County; Arizona,0.0751,1.8,1.9,0.0,4.0,33.264113,-111.727906
04013816002,Census Tract 8160.02; Maricopa County; Arizona,0.0401,1.3,1.0,0.0,3.4,33.25073,-111.72791
04013816003,Census Tract 8160.03; Maricopa County; Arizona,0.4082,3.1,15.1,14.3,28.4,33.242675,-111.75826
04013816004,Census Tract 8160.04; Maricopa County; Arizona,0.0155,8.0,3.4,0.0,10.7,33.210159,-111.733676
04013816005,Census Tract 8160.05; Maricopa County; Arizona,0.0379,4.0,5.6,0.0,17.9,33.221052,-111.741745
04013816100,Census Tract 8161; Maricopa County; Arizona,0.0861,6.3,9.3,0.0,6.1,33.27026,-111.708451
04013816200,Census Tract 8162; Maricopa County; Arizona,0.2622,16.8,6.6,0.0,10.2,33.273334,-111.695765
04013816301,Census Tract 8163.01; Maricopa County; Arizona,0.0634,13.2,1.7,2.2,87.1,33.258289,-111.692971
04013816302,Census Tract 8163.02; Maricopa County; Arizona,0.0176,3.5,3.3,0.0,5.1,33.255017,-111.711962
04013816401,Census Tract 8164.01; Maricopa County; Arizona,0.0368,2.3,2.6,0.0,5.7,33.240867,-111.709491
04013816402,Census Tract 8164.02; Maricopa County; Arizona,0.0521,13.2,6.0,0.0,10.0,33.218358,-111.711729
04013816501,Census Tract 8165.01; Maricopa County; Arizona,0.0047,4.0,1.4,1.6,14.4,33.228274,-111.698152
04013816502,Census Tract 8165.02; Maricopa County; Arizona,0.1782,9.2,14.9,2.1,7.6,33.227182,-111.695913
04013816600,Census Tract 8166; Maricopa County; Arizona,0.0853,2.7,6.4,0.0,7.5,33.273675,-111.677104
04013816700,Census Tract 8167; Maricopa County; Arizona,0.0165,1.6,0.6,0.0,9.6,33.258949,-111.677451
04013816800,Census Tract 8168; Maricopa County; Arizona,0.199,4.7,3.8,0.2,11.4,33.263337,-111.65907
04013816901,Census Tract 8169.01; Maricopa County; Arizona,0.129,5.9,7.4,2.9,7.1,33.236777,-111.596433
04013816902,Census Tract 8169.02; Maricopa County; Arizona,0.2409,1.0,1.9,5.9,9.1,33.255911,-111.599425
04013816903,Census Tract 8169.03; Maricopa County; Arizona,0.1125,5.1,2.9,0.0,15.2,33.257384,-111.628311
04013816904,Census Tract 8169.04; Maricopa County; Arizona,0.0027,8.7,11.2,0.0,12.1,33.269637,-111.632664
04013817000,Census Tract 8170; Maricopa County; Arizona,0.3081,10.4,2.0,6.8,26.6,33.242035,-111.663987
04013817101,Census Tract 8171.01; Maricopa County; Arizona,0.0859,11.4,3.0,0.0,12.1,33.231515,-111.614151
04013817102,Census Tract 8171.02; Maricopa County; Arizona,0.3195,14.1,3.5,0.9,6.6,33.246584,-111.62613
04013817103,Census Tract 8171.03; Maricopa County; Arizona,0.3273,10.8,10.7,1.4,7.8,33.236054,-111.613066
04013817200,Census Tract 8172; Maricopa County; Arizona,0.3032,6.9,8.1,0.0,6.0,33.218792,-111.642026
04013817300,Census Tract 8173; Maricopa County; Arizona,0.1803,9.1,1.3,7.7,84.9,33.224957,-111.880347
04013817400,Census Tract 8174; Maricopa County; Arizona,0.3573,16.2,1.4,9.3,69.7,33.212713,-111.887108
04013817500,Census Tract 8175; Maricopa County; Arizona,0.1446,16.9,2.9,2.4,75.0,33.212412,-111.866164
04013817600,Census Tract 8176; Maricopa County; Arizona,0.1699,8.0,4.0,1.0,18.0,33.313724,-111.644339
04013940700,Census Tract 9407; Maricopa County; Arizona,0.2311,0.0,0.0,0.0,100.0,32.597007,-112.344205
04013941000,Census Tract 9410; Maricopa County; Arizona,0.9399,59.3,44.9,21.6,10.2,33.294421,-112.171941
04013941100,Census Tract 9411; Maricopa County; Arizona,0.0765,0.0,48.4,0.0,0.0,33.26082,-111.946417
04013941200,Census Tract 9412; Maricopa County; Arizona,0.798,42.7,39.9,5.2,6.8,33.634385,-111.680146
04013941300,Census Tract 9413; Maricopa County; Arizona,0.9772,42.4,17.5,6.4,23.4,33.499084,-111.780313
04013980100,Census Tract 9801; Maricopa County; Arizona,0.0,,,,,32.767938,-112.67229
04013980400,Census Tract 9804; Maricopa County; Arizona,0.0,18.2,15.4,,0.0,33.299307,-111.961036
04013980500,Census Tract 9805; Maricopa County; Arizona,0.0,,,,,33.246428,-111.88435
04013980700,Census Tract 9807; Maricopa County; Arizona,0.0,,,,,33.691243,-111.735566
04013980900,Census Tract 9809; Maricopa County; Arizona,0.0189,0.0,66.7,0.0,0.0,33.361882,-112.379233
04013981000,Census Tract 9810; Maricopa County; Arizona,0.0,100.0,0.0,,2.4,33.455979,-112.026945
